rainfall_48hr,pressure_drop_3hr,temp_anomaly,wind_speed,humidity,snowfall_rate,season,risk_label,risk_category
4.7190189799347335,7.448526147674983,3.4215163412617473,10.151788348004793,39.528922817993525,0.0,1,0,Low
20.45196277026092,-10.243562780698824,4.530166761117886,45.2166544047573,51.73319456059532,0.0,3,0,Low
9.424345668705502,-3.685207583418549,5.915110674009034,41.617180362206554,64.13172716459982,0.0,2,0,Low
20.930905831503857,-2.897444134143538,-8.477505596489234,13.989559019739565,74.54422797174023,0.0,2,0,Low
90.93484956154082,-18.309476979643975,1.528915310081989,100.45860531372692,46.021183347111275,2.2555178135624705,0,2,High
24.22757702522197,-5.209367088653391,10.296455678391105,52.557156078408035,51.7732142186193,2.9503332524572676,0,0,Low
112.04182284690147,-12.806303844606592,-0.5947231149397392,103.55399025356657,57.0263918097398,4.42856108928662,0,2,High
13.193602363743455,1.0853291934192353,2.9009682117857483,91.58096854870026,46.581502275481434,0.0,3,0,Low
77.9511243934181,-6.025369780635143,4.6823735675111084,65.30704966958737,78.03699156163769,0.0,2,2,High
14.920593680532438,6.6310615478539345,-6.152819066389562,32.58752574067386,34.41096055686245,0.0,2,0,Low
12.814786319516516,1.8594409266682388,11.002948373999846,15.368215807091154,79.99634764040866,1.6769299247697782,0,0,Low
32.50061923441451,-3.9181747010119907,2.9970047818134224,59.0020135288934,56.57243471688245,0.0,3,1,Medium
9.422150544778624,-2.103336174934133,3.117016885160557,18.830417246808114,76.5028063272071,0.0,3,0,Low
56.780160605160894,-14.485735986056104,-9.97216426806321,60.0391650864609,79.39791959413319,1.718878843702623,0,1,Medium
36.760585463268285,-9.840101721388173,4.767268789279878,75.3026482719071,86.55771936883312,3.5418159139739647,0,1,Medium
67.13956759728593,-3.8362493408824356,3.038462048274824,78.0938173573848,87.94584611225903,1.8372406159545074,0,1,Medium
25.826189966410087,3.576006629538253,9.745147966332384,17.709232139356686,76.6002082252322,0.0,1,0,Low
43.564636969178444,-3.572688511975847,-1.867591285826121,66.21321403433048,55.45952184626072,0.0,2,1,Medium
0.0,-5.755704739933353,-5.92594997759065,3.0255698156867084,54.604980647487544,0.0,1,0,Low
40.039258283675984,2.0310934921033743,-4.093433968645999,83.83265082292657,74.80142598956108,0.0,1,1,Medium
34.66643586959365,5.895046656437581,-3.0298694100437933,42.34107857397398,67.66684653453427,0.0,2,0,Low
33.45903559322812,1.9922694324445107,-6.713079108788243,87.92307687033289,74.3370859363542,0.04954092742620553,0,0,Low
25.828688414467276,2.7563842216380543,7.740960142595959,34.76505391151788,79.43633553818287,0.0,1,0,Low
50.041609310595796,-6.807072181730736,7.96618717759,67.0274945764949,74.93714581647936,0.0,1,1,Medium
19.891114997771474,3.93266132513464,-1.1747502068403313,36.595743386125285,69.77352850683467,0.0,1,0,Low
37.58274760398866,1.2037142646851113,-2.3565595325051643,16.076681246768786,60.322460339781,0.0,3,0,Low
57.851912486814186,-3.693411546879627,-10.892891479915873,75.67531602929198,54.95163918669095,1.7204185684486264,0,1,Medium
52.70446458223252,-3.0693855438058275,4.175767531821628,73.36698687280584,73.59691003349302,0.0,2,1,Medium
78.74370526679888,-1.6326070319604586,9.920640652955058,31.29809655908913,44.61568237340507,0.0,2,0,Low
14.185380765988473,-2.85242004464305,-3.823168303557339,37.02441956970773,72.64992263483445,2.883616038557814,0,0,Low
78.399064986965,-11.848705091077186,-0.7007071546583887,103.15052687422582,22.013389435757365,0.0,2,2,High
11.988808026651386,4.2546270877994585,2.605748767894385,35.685157195035345,46.97355316265491,0.30177709780484374,0,0,Low
16.802868118176406,-1.1263305047821535,10.346510163659435,43.29999946084433,87.43746637396276,3.506089873958817,0,0,Low
57.766512440231075,-3.0903113394036277,1.1986573310105675,48.14257774123277,71.8500138339454,0.0,3,1,Medium
26.106542822889434,3.326287988739825,1.1725794961591118,37.17398705922108,48.19936338853945,0.0,3,0,Low
3.7883130896760266,-0.6320324052411219,1.075911006958819,24.568906179874347,64.46738974826967,0.0,3,0,Low
25.119305550865853,6.054962395751607,-8.55019504142204,69.87952822302617,69.28045209496435,0.0,1,0,Low
18.542843504162253,-2.168599205548741,-8.680743922979188,18.666326031068913,78.85366666972843,0.7723721570573748,0,0,Low
18.552070303325078,5.674550450060837,-4.847971014689236,2.7624371330186626,81.45719378035665,0.0,2,0,Low
31.86733857574857,-0.16883520966505805,6.077343444224235,28.490352870033476,71.90173105825579,0.0,1,1,Medium
74.74521921773683,-5.186345900724676,-2.0121424232759586,46.870483538816565,43.45478833959736,1.3088447555418516,0,1,Medium
37.622384322248806,-8.121974067988727,-3.177624292813756,88.15150268019596,53.09669876231109,0.0,1,1,Medium
21.596927925950098,-0.5596523900260485,-3.2830476248626064,52.54692677187438,52.67178607477221,0.6119724414867034,0,0,Low
7.996282995860135,-0.4774583234424703,-0.8259412708360638,8.998287019975267,67.6416633948385,0.0,3,0,Low
21.740908959558503,-3.6287543909065825,10.212647604609842,48.2091702803994,33.74956510203506,0.0,1,0,Low
12.040314761974265,-1.462080105237984,-0.9071843141827293,46.68824032872346,45.12468261312589,0.0,2,0,Low
45.13684567286815,-8.508490076474235,-4.717784432249149,128.96528079415012,76.40044708356567,0.0,1,1,Medium
17.46859758418639,3.0527367073619303,0.15147377448979737,58.334934550291464,56.13750039950053,0.0,2,0,Low
6.160580199215701,4.893498982674557,10.530501634569221,15.11657160793734,41.147758334279445,0.0,2,0,Low
14.820188999889018,-5.756401500155927,-3.016948313613695,19.57921304153122,35.747515546576615,1.2231064901202782,0,0,Low
19.855832709742884,6.9500679865528765,-7.086030050585671,24.413163037411273,54.03764764651907,0.0,3,0,Low
11.118960641545609,-0.491381368361132,-3.0059476183825025,70.4253350529671,37.135691982466916,0.0,3,0,Low
